age,weight(kg),height(m),gender,calories_to_maintain_weight,Goal,Label
44,92.62495625,1.631721306,M,2777.4345,Lose Weight,Plan 5
45,93.06297319,1.633203311,M,2777.346,Lose Weight,Plan 5
85,97.03018294,1.632824728,M,2777.3342,Lose Weight,Plan 5
44,92.57692987,1.632119335,M,2776.746,Lose Weight,Plan 5
53,97.06015928,1.630926004,M,2776.1805,Lose Weight,Plan 5
14,49.80344488,1.615704236,M,2775.8221,Lose Weight,Plan 5
15,50.07741595,1.621640718,M,2775.6739,Lose Weight,Plan 5
26,67.66807066,1.632828666,M,2775.5339,Lose Weight,Plan 5
44,92.50546332,1.632413852,M,2775.498,Lose Weight,Plan 5
43,91.99941168,1.632076674,M,2775.045,Lose Weight,Plan 5
27,68.1791975,1.631522939,M,2774.7672,Lose Weight,Plan 5
87,97.9801719,1.630722542,M,2774.553,Lose Weight,Plan 5
42,91.47690177,1.631997759,M,2774.448,Lose Weight,Plan 5
27,68.13764841,1.631898334,M,2774.1195,Lose Weight,Plan 5
43,91.94021674,1.632235504,M,2773.9485,Lose Weight,Plan 5
15,50.59268809,1.60551302,M,2773.7644,Lose Weight,Plan 5
44,92.46293495,1.631183401,M,2773.701,Lose Weight,Plan 5
44,92.40664662,1.632473657,M,2773.512,Lose Weight,Plan 5
44,92.37269832,1.633115896,M,2773.296,Lose Weight,Plan 5
27,68.12699082,1.631048536,M,2773.1488,Lose Weight,Plan 5
27,68.02908505,1.632951734,M,2772.4858,Lose Weight,Plan 5
26,67.5278827,1.632766721,M,2772.2155,Lose Weight,Plan 5
87,97.81038134,1.632612883,M,2772.2053,Lose Weight,Plan 5
42,91.35472287,1.632191402,M,2772.0825,Lose Weight,Plan 5
27,68.01368998,1.632724758,M,2771.935,Lose Weight,Plan 5
43,91.7787195,1.632519013,M,2770.842,Lose Weight,Plan 5
44,92.26306712,1.632785808,M,2770.7955,Lose Weight,Plan 5
89,98.72052456,1.633163847,M,2770.7501,Lose Weight,Plan 5
88,98.25625351,1.632139464,M,2770.626,Lose Weight,Plan 5
27,68.01219601,1.631194379,M,2770.5988,Lose Weight,Plan 5
45,92.73143392,1.633149285,M,2770.4925,Lose Weight,Plan 5
55,97.69410355,1.633080591,M,2770.425,Lose Weight,Plan 5
26,67.51392161,1.631024233,M,2770.4101,Lose Weight,Plan 5
26,67.45846644,1.632536753,M,2770.4033,Lose Weight,Plan 5
26,67.43456833,1.63275227,M,2770.031,Lose Weight,Plan 5
27,67.99122638,1.630701347,M,2769.691,Lose Weight,Plan 5
88,98.17796486,1.633105434,M,2769.6247,Lose Weight,Plan 5
89,98.68720388,1.632311774,M,2769.2507,Lose Weight,Plan 5
16,50.82374144,1.607728553,M,2768.965,Lose Weight,Plan 5
44,92.17748061,1.632510259,M,2768.8305,Lose Weight,Plan 5
27,67.92106096,1.631383975,M,2768.6387,Lose Weight,Plan 5
56,98.11085435,1.632174271,M,2768.109,Lose Weight,Plan 5
27,67.85935551,1.631768467,M,2767.5269,Lose Weight,Plan 5
26,67.34931543,1.632047708,M,2767.4453,Lose Weight,Plan 5
83,95.61469716,1.632606467,M,2767.3025,Lose Weight,Plan 5
27,67.87335255,1.631040539,M,2767.2345,Lose Weight,Plan 5
42,91.10412756,1.63206528,M,2766.8385,Lose Weight,Plan 5
27,67.81865313,1.631969892,M,2766.75,Lose Weight,Plan 5
43,91.589835,1.631557708,M,2766.24,Lose Weight,Plan 5
16,50.97336173,1.600619794,M,2766.1055,Lose Weight,Plan 5
27,67.77773924,1.632280908,M,2766.0615,Lose Weight,Plan 5
44,92.08462478,1.631111379,M,2765.8725,Lose Weight,Plan 5
27,67.74950667,1.63250456,M,2765.5957,Lose Weight,Plan 5
26,67.23469065,1.632923405,M,2765.5209,Lose Weight,Plan 5
44,91.98805386,1.63308422,M,2765.367,Lose Weight,Plan 5
15,50.03675594,1.611728701,M,2765.1992,Lose Weight,Plan 5
27,67.75912558,1.63155612,M,2765.0126,Lose Weight,Plan 5
43,91.52446862,1.631368804,M,2764.755,Lose Weight,Plan 5
26,67.20705711,1.632052531,M,2764.1371,Lose Weight,Plan 5
56,97.85308431,1.632952514,M,2763.396,Lose Weight,Plan 5
28,68.14121119,1.63269587,M,2763.3211,Lose Weight,Plan 5
27,67.67085922,1.631822105,M,2763.1834,Lose Weight,Plan 5
14,48.9878599,1.624445933,M,2762.8983,Lose Weight,Plan 5
88,97.93195599,1.631641995,M,2762.6513,Lose Weight,Plan 5
28,68.0985258,1.632721485,M,2762.3487,Lose Weight,Plan 5
52,95.83731588,1.632257621,M,2762.25,Lose Weight,Plan 5
44,91.85492572,1.632055419,M,2761.86,Lose Weight,Plan 5
43,91.38845789,1.630787211,M,2761.5225,Lose Weight,Plan 5
26,67.10799427,1.631624672,M,2761.4664,Lose Weight,Plan 5
26,67.05998286,1.632472286,M,2761.0686,Lose Weight,Plan 5
16,50.52742039,1.607284177,M,2760.8292,Lose Weight,Plan 5
27,67.51997778,1.633153631,M,2760.8017,Lose Weight,Plan 5
28,68.01554348,1.632963117,M,2760.6215,Lose Weight,Plan 5
45,92.27831717,1.63203131,M,2760.3435,Lose Weight,Plan 5
45,92.25659533,1.632576554,M,2760.306,Lose Weight,Plan 5
28,68.01264368,1.632602259,M,2760.2458,Lose Weight,Plan 5
27,67.49768817,1.632882574,M,2760.052,Lose Weight,Plan 5
42,90.73001783,1.633003615,M,2759.8545,Lose Weight,Plan 5
28,68.02711616,1.631616235,M,2759.746,Lose Weight,Plan 5
26,67.0372369,1.631144599,M,2759.4094,Lose Weight,Plan 5
87,97.26732301,1.632232877,M,2759.2343,Lose Weight,Plan 5
28,67.94218196,1.633192646,M,2759.1068,Lose Weight,Plan 5
26,67.00236587,1.631686786,M,2759.0592,Lose Weight,Plan 5
45,92.20802039,1.632051629,M,2758.914,Lose Weight,Plan 5
28,67.93604003,1.63298124,M,2758.7838,Lose Weight,Plan 5
28,67.93529763,1.632942671,M,2758.7345,Lose Weight,Plan 5
44,91.70054427,1.631831555,M,2758.5195,Lose Weight,Plan 5
28,67.93504915,1.632506895,M,2758.3588,Lose Weight,Plan 5
43,91.18021038,1.632224691,M,2758.3215,Lose Weight,Plan 5
44,91.71856935,1.630845224,M,2758.1505,Lose Weight,Plan 5
26,66.99303288,1.630846678,M,2758.1276,Lose Weight,Plan 5
27,67.40570841,1.633136446,M,2758.1242,Lose Weight,Plan 5
28,67.89459763,1.633011686,M,2757.8454,Lose Weight,Plan 5
43,91.1409668,1.632593256,M,2757.792,Lose Weight,Plan 5
28,67.92553363,1.632050835,M,2757.7485,Lose Weight,Plan 5
43,91.17789194,1.631395814,M,2757.6525,Lose Weight,Plan 5
28,67.91483743,1.632217134,M,2757.6414,Lose Weight,Plan 5
44,91.60453693,1.633155377,M,2757.54,Lose Weight,Plan 5
44,91.60597141,1.632691699,M,2757.222,Lose Weight,Plan 5
42,90.63257626,1.63194442,M,2757.0585,Lose Weight,Plan 5
15,49.59557639,1.61515017,M,2756.9646,Lose Weight,Plan 5
27,67.35604146,1.633062538,M,2756.9053,Lose Weight,Plan 5
43,91.10227504,1.632467748,M,2756.9025,Lose Weight,Plan 5
27,67.38216961,1.632270792,M,2756.8407,Lose Weight,Plan 5
28,67.91720012,1.631193445,M,2756.8254,Lose Weight,Plan 5
28,67.89373159,1.63182154,M,2756.8135,Lose Weight,Plan 5
44,91.62045665,1.631724679,M,2756.7945,Lose Weight,Plan 5
27,67.34914614,1.633112594,M,2756.788,Lose Weight,Plan 5
26,66.89860111,1.631740182,M,2756.6877,Lose Weight,Plan 5
43,91.10587587,1.631881518,M,2756.5365,Lose Weight,Plan 5
27,67.40612938,1.631179984,M,2756.4718,Lose Weight,Plan 5
16,49.79814762,1.622649853,M,2756.444,Lose Weight,Plan 5
43,91.11834313,1.63115947,M,2756.2515,Lose Weight,Plan 5
54,96.52266036,1.632487377,M,2756.106,Lose Weight,Plan 5
15,49.66994651,1.612113947,M,2756.0165,Lose Weight,Plan 5
45,92.07678621,1.631697486,M,2755.9515,Lose Weight,Plan 5
28,67.86734793,1.631259328,M,2755.7204,Lose Weight,Plan 5
28,67.78385958,1.633204287,M,2755.4297,Lose Weight,Plan 5
27,67.31609579,1.631846216,M,2754.9418,Lose Weight,Plan 5
27,67.28874576,1.63241105,M,2754.7837,Lose Weight,Plan 5
27,67.31393768,1.631405211,M,2754.5168,Lose Weight,Plan 5
42,90.45623646,1.633043949,M,2754.258,Lose Weight,Plan 5
14,48.90081646,1.617609249,M,2754.1374,Lose Weight,Plan 5
44,91.52397959,1.630802778,M,2754.12,Lose Weight,Plan 5
28,67.81409812,1.63075152,M,2754.0493,Lose Weight,Plan 5
42,90.44684873,1.632858055,M,2753.9265,Lose Weight,Plan 5
15,49.51076435,1.614055559,M,2753.7175,Lose Weight,Plan 5
17,50.92578207,1.602452426,M,2753.6871,Lose Weight,Plan 5
28,67.72671717,1.632569074,M,2753.5597,Lose Weight,Plan 5
26,66.7309104,1.632500684,M,2753.4288,Lose Weight,Plan 5
52,95.44660653,1.631147884,M,2753.388,Lose Weight,Plan 5
85,96.05404343,1.631294267,M,2753.2996,Lose Weight,Plan 5
43,90.94676863,1.631916726,M,2753.2935,Lose Weight,Plan 5
43,90.94885936,1.631627731,M,2753.1195,Lose Weight,Plan 5
29,68.16004612,1.633055398,M,2752.504,Lose Weight,Plan 5
28,67.70916429,1.631773973,M,2752.4751,Lose Weight,Plan 5
15,49.28792403,1.618838487,M,2752.4616,Lose Weight,Plan 5
27,67.18063047,1.632184055,M,2752.0739,Lose Weight,Plan 5
28,67.7162991,1.631088402,M,2752.0569,Lose Weight,Plan 5
26,66.66884907,1.632551771,M,2752.0263,Lose Weight,Plan 5
15,49.49391968,1.612669469,M,2751.9619,Lose Weight,Plan 5
42,90.37889859,1.631584676,M,2751.5745,Lose Weight,Plan 5
42,90.40533222,1.630707562,M,2751.4605,Lose Weight,Plan 5
27,67.13760724,1.632572379,M,2751.4007,Lose Weight,Plan 5
29,68.18262421,1.631075292,M,2751.348,Lose Weight,Plan 5
43,90.85321694,1.631664772,M,2751.1815,Lose Weight,Plan 5
16,50.1568504,1.607232692,M,2751.1335,Lose Weight,Plan 5
27,67.14420416,1.631855003,M,2750.9451,Lose Weight,Plan 5
42,90.35406117,1.631417468,M,2750.9385,Lose Weight,Plan 5
29,68.14774407,1.631521981,M,2750.9145,Lose Weight,Plan 5
27,67.09840567,1.632966356,M,2750.8227,Lose Weight,Plan 5
28,67.61373996,1.63193598,M,2750.3892,Lose Weight,Plan 5
28,67.62968218,1.631373967,M,2750.2838,Lose Weight,Plan 5
43,90.7755906,1.632437011,M,2750.166,Lose Weight,Plan 5
43,90.83189898,1.630821805,M,2750.112,Lose Weight,Plan 5
23,60.81947537,1.631445162,M,2649.5333,Lose Weight,Plan 5
25,61.83130475,1.630791558,M,2649.4245,Lose Weight,Plan 5
24,61.33185649,1.630708226,M,2649.2817,Lose Weight,Plan 5
25,61.79126176,1.631400134,M,2649.008,Lose Weight,Plan 5
23,60.77932746,1.631181003,M,2648.3739,Lose Weight,Plan 5
25,61.72085707,1.631989163,M,2647.869,Lose Weight,Plan 5
23,60.74945746,1.630843604,M,2647.3913,Lose Weight,Plan 5
24,61.13480943,1.633086509,M,2646.713,Lose Weight,Plan 5
24,61.2089905,1.630909682,M,2646.5906,Lose Weight,Plan 5
23,60.65707004,1.632214408,M,2646.4053,Lose Weight,Plan 5
25,61.66787499,1.631555961,M,2646.2676,Lose Weight,Plan 5
24,61.18193875,1.631056433,M,2646.0857,Lose Weight,Plan 5
23,60.54813741,1.633123607,M,2644.6407,Lose Weight,Plan 5
25,61.57147541,1.631936647,M,2644.3466,Lose Weight,Plan 5
24,61.07573495,1.631808717,M,2644.2514,Lose Weight,Plan 5
23,60.60520497,1.631066484,M,2644.2225,Lose Weight,Plan 5
25,61.48911489,1.632839688,M,2643.1957,Lose Weight,Plan 5
24,60.96869953,1.632731807,M,2642.5429,Lose Weight,Plan 5
24,60.9782128,1.631844824,M,2642.0108,Lose Weight,Plan 5
23,60.44115835,1.632918889,M,2641.9751,Lose Weight,Plan 5
23,60.45955799,1.631595046,M,2641.2781,Lose Weight,Plan 5
25,61.39789373,1.632639081,M,2640.9007,Lose Weight,Plan 5
18,57.92355306,1.632586911,M,2640.8582,Lose Weight,Plan 5
18,57.97258589,1.630856549,M,2640.5301,Lose Weight,Plan 5
25,61.42301799,1.631225022,M,2640.2836,Lose Weight,Plan 5
18,57.95280237,1.63110056,M,2640.2768,Lose Weight,Plan 5
24,60.91097658,1.631061593,M,2639.7787,Lose Weight,Plan 5
18,57.8915816,1.631488728,M,2639.1803,Lose Weight,Plan 5
25,61.29462741,1.632741017,M,2638.5819,Lose Weight,Plan 5
18,57.87188278,1.630782193,M,2638.1212,Lose Weight,Plan 5
25,61.29241999,1.632109384,M,2637.9937,Lose Weight,Plan 5
18,57.76981262,1.63291282,M,2637.5551,Lose Weight,Plan 5
18,57.78330893,1.632527323,M,2637.5415,Lose Weight,Plan 5
25,61.23180118,1.631985504,M,2636.4756,Lose Weight,Plan 5
25,61.2246862,1.630873593,M,2635.3655,Lose Weight,Plan 5
25,61.10927152,1.633121716,M,2634.5886,Lose Weight,Plan 5
24,60.64736479,1.631652167,M,2634.1415,Lose Weight,Plan 5
25,61.11379019,1.631119294,M,2632.9923,Lose Weight,Plan 5
24,60.55403395,1.632604116,M,2632.7764,Lose Weight,Plan 5
18,57.54631389,1.630938373,M,2630.6718,Lose Weight,Plan 5
19,57.95051513,1.632554336,M,2629.8983,Lose Weight,Plan 5
24,60.46331884,1.631533441,M,2629.7538,Lose Weight,Plan 5
19,57.93449306,1.632325257,M,2629.3305,Lose Weight,Plan 5
25,60.92585326,1.631654236,M,2629.0687,Lose Weight,Plan 5
19,57.9067145,1.632676654,M,2628.982,Lose Weight,Plan 5
19,57.94916756,1.631277398,M,2628.7814,Lose Weight,Plan 5
19,57.92170383,1.631469406,M,2628.3054,Lose Weight,Plan 5
19,57.89610664,1.631784085,M,2627.9773,Lose Weight,Plan 5
19,57.89587259,1.631382591,M,2627.6305,Lose Weight,Plan 5
25,60.8361177,1.632286664,M,2627.5166,Lose Weight,Plan 5
25,60.79350648,1.631989484,M,2626.2722,Lose Weight,Plan 5
19,57.79026704,1.632505869,M,2626.126,Lose Weight,Plan 5
19,57.76703993,1.632960576,M,2625.9713,Lose Weight,Plan 5
19,57.74629908,1.633183969,M,2625.6772,Lose Weight,Plan 5
19,57.73886369,1.633079656,M,2625.4154,Lose Weight,Plan 5
19,57.72881722,1.632651127,M,2624.817,Lose Weight,Plan 5
19,57.73670965,1.632093903,M,2624.528,Lose Weight,Plan 5
19,57.76719816,1.631253035,M,2624.5229,Lose Weight,Plan 5
19,57.76774663,1.631210864,M,2624.5008,Lose Weight,Plan 5
19,57.75604234,1.631450204,M,2624.4311,Lose Weight,Plan 5
19,57.75545484,1.631443062,M,2624.4107,Lose Weight,Plan 5
19,57.73250553,1.631876232,M,2624.2441,Lose Weight,Plan 5
19,57.6852633,1.632634721,M,2623.7885,Lose Weight,Plan 5
25,60.71293421,1.631028614,M,2623.5794,Lose Weight,Plan 5
18,57.23346698,1.63112243,M,2623.542,Lose Weight,Plan 5
18,57.21423406,1.631101974,M,2623.0762,Lose Weight,Plan 5
19,57.64565951,1.632661607,M,2622.8892,Lose Weight,Plan 5
19,57.64155817,1.632552492,M,2622.7022,Lose Weight,Plan 5
19,57.67993664,1.630718279,M,2622.0358,Lose Weight,Plan 5
18,57.09335072,1.632779072,M,2621.6856,Lose Weight,Plan 5
19,57.60368331,1.632097603,M,2621.4323,Lose Weight,Plan 5
19,57.61163507,1.631702678,M,2621.2827,Lose Weight,Plan 5
18,57.10113915,1.631902033,M,2621.1229,Lose Weight,Plan 5
19,57.62103702,1.630990611,M,2620.8968,Lose Weight,Plan 5
19,57.54527682,1.632744343,M,2620.6214,Lose Weight,Plan 5
19,57.57118841,1.631819567,M,2620.4395,Lose Weight,Plan 5
25,60.48347425,1.633130545,M,2620.0213,Lose Weight,Plan 5
20,57.9962967,1.633179105,M,2619.9363,Lose Weight,Plan 5
19,57.49975761,1.632640149,M,2619.4739,Lose Weight,Plan 5
19,57.48868354,1.63267637,M,2619.2461,Lose Weight,Plan 5
25,60.50226081,1.631600762,M,2619.1577,Lose Weight,Plan 5
18,57.02616211,1.631248579,M,2618.8211,Lose Weight,Plan 5
19,57.47726417,1.632039627,M,2618.4386,Lose Weight,Plan 5
18,56.99113101,1.631721824,M,2618.4063,Lose Weight,Plan 5
20,57.97057841,1.631733661,M,2618.1088,Lose Weight,Plan 5
20,57.96027381,1.631335459,M,2617.5291,Lose Weight,Plan 5
20,57.92339745,1.631893953,M,2617.1466,Lose Weight,Plan 5
18,56.87542183,1.63238494,M,2616.2762,Lose Weight,Plan 5
18,56.90090591,1.631413001,M,2616.0433,Lose Weight,Plan 5
19,57.3996526,1.631118401,M,2615.8478,Lose Weight,Plan 5
19,57.34671155,1.632502146,M,2615.7917,Lose Weight,Plan 5
20,57.87648194,1.631586447,M,2615.7917,Lose Weight,Plan 5
19,57.39046927,1.631240802,M,2615.739,Lose Weight,Plan 5
20,57.87280638,1.631623612,M,2615.7373,Lose Weight,Plan 5
19,57.40477179,1.630700495,M,2615.6132,Lose Weight,Plan 5
20,57.84069236,1.632050291,M,2615.3531,Lose Weight,Plan 5
18,56.84391574,1.631773351,M,2615.0216,Lose Weight,Plan 5
19,57.29185454,1.632854898,M,2614.8142,Lose Weight,Plan 5
20,57.84857239,1.631170971,M,2614.7887,Lose Weight,Plan 5
20,57.78516824,1.632869517,M,2614.7564,Lose Weight,Plan 5
20,57.77084401,1.633166801,M,2614.6748,Lose Weight,Plan 5
20,57.84915284,1.630934142,M,2614.6,Lose Weight,Plan 5
20,57.78741738,1.632548041,M,2614.5354,Lose Weight,Plan 5
18,56.79471928,1.632392465,M,2614.4028,Lose Weight,Plan 5
19,57.28987061,1.632170102,M,2614.1852,Lose Weight,Plan 5
20,57.74724097,1.632974418,M,2613.9608,Lose Weight,Plan 5
19,57.33010425,1.630756703,M,2613.9217,Lose Weight,Plan 5
18,56.79148305,1.631480529,M,2613.5528,Lose Weight,Plan 5
18,56.77083614,1.632004347,M,2613.5171,Lose Weight,Plan 5
20,57.74187968,1.632535792,M,2613.4644,Lose Weight,Plan 5
18,56.76911218,1.631955208,M,2613.4338,Lose Weight,Plan 5
19,57.27417298,1.631714576,M,2613.4321,Lose Weight,Plan 5
19,57.2396023,1.632577895,M,2613.3607,Lose Weight,Plan 5
20,57.75376426,1.631799784,M,2613.1142,Lose Weight,Plan 5
18,56.74707068,1.63202325,M,2612.9782,Lose Weight,Plan 5
19,57.26227975,1.631505191,M,2612.9782,Lose Weight,Plan 5
19,57.26362162,1.631160977,M,2612.7164,Lose Weight,Plan 5
18,56.76529602,1.63119488,M,2612.6994,Lose Weight,Plan 5
19,57.22752332,1.631864426,M,2612.4733,Lose Weight,Plan 5
19,57.17886563,1.633141063,M,2612.4257,Lose Weight,Plan 5
19,57.24613406,1.631266807,M,2612.3985,Lose Weight,Plan 5
18,56.729431,1.63175804,M,2612.3424,Lose Weight,Plan 5
20,57.74889678,1.631021186,M,2612.339,Lose Weight,Plan 5
19,57.2025831,1.631955981,M,2611.9701,Lose Weight,Plan 5
20,57.71765849,1.631235261,M,2611.795,Lose Weight,Plan 5
19,57.20889547,1.631352498,M,2611.6046,Lose Weight,Plan 5
20,57.70891108,1.630864962,M,2611.2765,Lose Weight,Plan 5
18,56.7009024,1.63116417,M,2611.1728,Lose Weight,Plan 5
19,57.17841175,1.631584514,M,2611.0912,Lose Weight,Plan 5
19,57.18264564,1.631416188,M,2611.047,Lose Weight,Plan 5
19,57.16852251,1.631758548,M,2611.0096,Lose Weight,Plan 5
19,57.10476343,1.633177974,M,2610.7308,Lose Weight,Plan 5
20,57.65033903,1.6317478,M,2610.6628,Lose Weight,Plan 5
20,57.58567123,1.633102494,M,2610.3075,Lose Weight,Plan 5
20,57.64554982,1.631366067,M,2610.2259,Lose Weight,Plan 5
19,57.06702425,1.633202846,M,2609.874,Lose Weight,Plan 5
20,57.65247211,1.63073291,M,2609.8485,Lose Weight,Plan 5
20,57.57574545,1.632727066,M,2609.7567,Lose Weight,Plan 5
20,57.54136771,1.632742566,M,2608.9696,Lose Weight,Plan 5
19,57.05512013,1.632421958,M,2608.9322,Lose Weight,Plan 5
20,57.51240909,1.632798031,M,2608.3423,Lose Weight,Plan 5
19,57.07942262,1.631034526,M,2608.3185,Lose Weight,Plan 5
19,57.04373956,1.631989086,M,2608.2998,Lose Weight,Plan 5
20,57.50914341,1.632705677,M,2608.1876,Lose Weight,Plan 5
19,57.00238389,1.632525069,M,2607.7915,Lose Weight,Plan 5
20,57.5562125,1.630777515,M,2607.6453,Lose Weight,Plan 5
20,57.53550051,1.631327839,M,2607.63,Lose Weight,Plan 5
21,57.99589431,1.632055917,M,2607.4124,Lose Weight,Plan 5
21,57.95888142,1.633058775,M,2607.4022,Lose Weight,Plan 5
20,57.52450977,1.630872732,M,2606.9874,Lose Weight,Plan 5
21,57.99781121,1.631432353,M,2606.9262,Lose Weight,Plan 5
19,56.99213203,1.631636097,M,2606.797,Lose Weight,Plan 5
20,57.47158982,1.632058795,M,2606.763,Lose Weight,Plan 5
19,56.94618522,1.632612773,M,2606.5573,Lose Weight,Plan 5
20,57.44932143,1.631740324,M,2605.9742,Lose Weight,Plan 5
19,56.87819249,1.633081539,M,2605.3724,Lose Weight,Plan 5
19,56.91989924,1.63168023,M,2605.1531,Lose Weight,Plan 5
20,57.4398367,1.63076061,M,2604.9202,Lose Weight,Plan 5
20,57.39791342,1.631755933,M,2604.7893,Lose Weight,Plan 5
20,57.38028652,1.63223372,M,2604.7859,Lose Weight,Plan 5
20,57.35803092,1.632722804,M,2604.6822,Lose Weight,Plan 5
20,57.32883369,1.632302715,M,2603.6452,Lose Weight,Plan 5
20,57.31517161,1.632655132,M,2603.6265,Lose Weight,Plan 5
19,56.80299188,1.632828546,M,2603.4055,Lose Weight,Plan 5
19,56.84027129,1.631756141,M,2603.363,Lose Weight,Plan 5
20,57.32337986,1.631918392,M,2603.193,Lose Weight,Plan 5
19,56.77099766,1.633064986,M,2602.8615,Lose Weight,Plan 5
19,56.76717999,1.63316365,M,2602.8564,Lose Weight,Plan 5
21,57.76534947,1.632879869,M,2602.7425,Lose Weight,Plan 5
19,56.81716503,1.631594103,M,2602.6864,Lose Weight,Plan 5
19,56.83743935,1.630948811,M,2602.6099,Lose Weight,Plan 5
19,56.77894849,1.632498395,M,2602.5657,Lose Weight,Plan 5
19,56.73932031,1.632830054,M,2601.9248,Lose Weight,Plan 5
19,56.81003464,1.630794256,M,2601.8415,Lose Weight,Plan 5
21,57.72472474,1.6325809,M,2601.5423,Lose Weight,Plan 5
19,56.72951443,1.632625625,M,2601.5219,Lose Weight,Plan 5
19,56.77891911,1.630952897,M,2601.2516,Lose Weight,Plan 5
19,56.70450496,1.631822575,M,2600.2571,Lose Weight,Plan 5
20,57.22501152,1.631126317,M,2600.2282,Lose Weight,Plan 5
21,57.63932954,1.632989827,M,2599.9018,Lose Weight,Plan 5
20,57.18772592,1.631656719,M,2599.81,Lose Weight,Plan 5
21,57.60076369,1.633061105,M,2599.0637,Lose Weight,Plan 5
21,57.67942012,1.630712381,M,2598.8988,Lose Weight,Plan 5
21,57.66557124,1.630737768,M,2598.5979,Lose Weight,Plan 5
21,57.64395763,1.630926745,M,2598.2562,Lose Weight,Plan 5
20,57.05368857,1.632710863,M,2597.5847,Lose Weight,Plan 5
20,57.10299072,1.631298376,M,2597.532,Lose Weight,Plan 5
20,57.09099161,1.631546853,M,2597.464,Lose Weight,Plan 5
21,57.53996632,1.632821499,M,2597.4436,Lose Weight,Plan 5
20,57.04445151,1.63207285,M,2596.8265,Lose Weight,Plan 5
20,57.04346536,1.631461715,M,2596.2842,Lose Weight,Plan 5
21,57.54117795,1.631355467,M,2596.2264,Lose Weight,Plan 5
20,57.02525341,1.631493405,M,2595.8881,Lose Weight,Plan 5
20,56.98428595,1.632187687,M,2595.5243,Lose Weight,Plan 5
20,56.96889271,1.632076587,M,2595.0704,Lose Weight,Plan 5
21,57.43197572,1.632958514,M,2595.0449,Lose Weight,Plan 5
21,57.45070978,1.632349547,M,2594.9633,Lose Weight,Plan 5
20,56.95818107,1.632018798,M,2594.7712,Lose Weight,Plan 5
21,57.42554787,1.632795766,M,2594.7576,Lose Weight,Plan 5
20,56.97476628,1.631536121,M,2594.7474,Lose Weight,Plan 5
20,56.97489146,1.630705494,M,2594.0453,Lose Weight,Plan 5
20,56.91249795,1.632214,M,2593.8736,Lose Weight,Plan 5
21,57.40857373,1.632128751,M,2593.7954,Lose Weight,Plan 5
21,57.43238756,1.630844332,M,2593.2582,Lose Weight,Plan 5
20,56.91870888,1.631201564,M,2593.1579,Lose Weight,Plan 5
21,57.41526529,1.631145944,M,2593.1154,Lose Weight,Plan 5
20,56.88110802,1.632042547,M,2592.9964,Lose Weight,Plan 5
21,57.41375601,1.630973976,M,2592.9335,Lose Weight,Plan 5
20,56.8613671,1.632473996,M,2592.9046,Lose Weight,Plan 5
20,56.86629762,1.632209654,M,2592.7941,Lose Weight,Plan 5
20,56.86255493,1.632230267,M,2592.7244,Lose Weight,Plan 5
20,56.83459693,1.632954041,M,2592.6887,Lose Weight,Plan 5
20,56.89653677,1.631226422,M,2592.6632,Lose Weight,Plan 5
20,56.79614054,1.632991993,M,2591.8251,Lose Weight,Plan 5
21,57.32913621,1.631730274,M,2591.6058,Lose Weight,Plan 5
20,56.80148687,1.632162606,M,2591.2454,Lose Weight,Plan 5
20,56.74335009,1.632221077,M,2589.9398,Lose Weight,Plan 5
21,57.23419048,1.631489554,M,2589.1901,Lose Weight,Plan 5
20,56.73634424,1.631446395,M,2589.1187,Lose Weight,Plan 5
20,56.73253724,1.631507963,M,2589.083,Lose Weight,Plan 5
21,57.17817602,1.632577857,M,2588.811,Lose Weight,Plan 5
21,57.16576387,1.632591739,M,2588.5339,Lose Weight,Plan 5
20,56.71028749,1.631042202,M,2588.1684,Lose Weight,Plan 5
21,57.19069143,1.631439497,M,2588.1344,Lose Weight,Plan 5
21,57.17811832,1.631645879,M,2588.0171,Lose Weight,Plan 5
21,57.03431837,1.632283619,M,2585.2104,Lose Weight,Plan 5
21,57.0002026,1.632301413,M,2584.4301,Lose Weight,Plan 5
21,57.03724198,1.631223178,M,2584.3774,Lose Weight,Plan 5
21,56.97938774,1.632609695,M,2584.2074,Lose Weight,Plan 5
21,56.97564841,1.632250882,M,2583.8164,Lose Weight,Plan 5
21,56.96572496,1.631855149,M,2583.2486,Lose Weight,Plan 5
21,56.94988773,1.631856883,M,2582.8814,Lose Weight,Plan 5
21,56.91704747,1.63155534,M,2581.8597,Lose Weight,Plan 5
21,56.86500839,1.631021922,M,2580.1954,Lose Weight,Plan 5
21,56.8067518,1.632220705,M,2579.8571,Lose Weight,Plan 5
21,56.76918877,1.632822369,M,2579.4933,Lose Weight,Plan 5
21,56.81138493,1.6315426,M,2579.3879,Lose Weight,Plan 5
21,56.80271133,1.631478842,M,2579.1329,Lose Weight,Plan 5
21,56.78789746,1.631499809,M,2578.8048,Lose Weight,Plan 5
21,56.79579116,1.63085069,M,2578.4376,Lose Weight,Plan 5
21,56.74530344,1.632006366,M,2578.2438,Lose Weight,Plan 5
21,56.71308983,1.632574319,M,2577.9752,Lose Weight,Plan 5
15,53.98432662,1.624770605,M,2577.1507,Lose Weight,Plan 5
15,54.08610639,1.617310512,M,2573.1795,Lose Weight,Plan 5
14,53.76824501,1.611447257,M,2572.3533,Lose Weight,Plan 5
